time;ay;az;wx;wm;theta_a;theta_g;theta_af;theta_gf;theta;I
+7845.267090;17219;3598;-0.000130;-34.156715;+0.189044;+0.021816;+0.116826;-0.022092;+0.094734;-138.754608
+7845.276855;17219;3598;-0.000130;-33.444973;+0.189044;+0.021814;+0.122616;-0.022448;+0.100167;-142.354752
+7845.286621;18247;3598;-0.067207;-32.645386;+0.177738;+0.021142;+0.128153;-0.023010;+0.105143;-144.681366
+7845.297363;18247;3598;-0.067207;-31.740553;+0.177738;+0.020470;+0.133417;-0.023758;+0.109659;-145.250961
+7845.307129;17219;3598;-0.100745;-30.708811;+0.189044;+0.019463;+0.138413;-0.024514;+0.113899;-144.363724
+7845.317383;13621;2827;-0.100745;-29.525496;+0.187695;+0.018455;+0.143162;-0.025273;+0.117890;-142.480011
+7845.327148;13621;2827;-0.100745;-28.033834;+0.187695;+0.017448;+0.147678;-0.025871;+0.121807;-139.982040
+7845.336914;12850;1285;-0.067207;-25.810232;+0.082722;+0.016776;+0.151862;-0.026161;+0.125700;-136.789001
+7845.347656;12850;1285;-0.067207;-22.603268;+0.082722;+0.016104;+0.155528;-0.026167;+0.129360;-132.679962
+7845.357422;12079;3855;-0.100745;-18.717407;+0.291984;+0.015096;+0.158805;-0.026235;+0.132570;-127.653572
+7845.367676;12079;2313;-0.100745;-14.609600;+0.172252;+0.014089;+0.161996;-0.026357;+0.135639;-122.068787
+7845.377441;12079;2313;-0.134283;-10.571872;+0.172252;+0.012746;+0.165068;-0.026531;+0.138537;-116.087708
+7845.387207;14906;4369;-0.234898;-6.778259;+0.268171;+0.010397;+0.167996;-0.027231;+0.140765;-108.905434
+7845.397949;14906;4369;-0.234898;-3.323254;+0.268171;+0.008048;+0.170963;-0.028249;+0.142713;-100.423027
+7845.407715;18504;-1286;-0.268436;-0.249304;-0.086334;+0.005364;+0.173710;-0.029235;+0.144474;-91.436432
+7845.417969;18504;-1286;-0.268436;+2.445375;-0.086334;+0.002679;+0.175576;-0.030187;+0.145389;-82.353333
+7845.427734;13878;7710;-0.201360;+4.793152;+0.490151;+0.000666;+0.176839;-0.030624;+0.146215;-74.828575
+7845.437988;13878;19532;-0.268436;+6.814321;+0.936093;-0.002019;+0.179055;-0.030908;+0.148147;-70.357681
+7845.448242;13878;19532;-0.268436;+8.482817;+0.936093;-0.004703;+0.183520;-0.031371;+0.152148;-68.931480
+7845.458008;16962;-5398;-0.670895;+9.644086;-0.325053;-0.011412;+0.189256;-0.033602;+0.155655;-65.774315
+7845.468262;16962;-5398;-0.670895;+10.108053;-0.325053;-0.018121;+0.193754;-0.037441;+0.156313;-56.193203
+7845.478027;14392;-9510;-0.637357;+9.935369;-0.600866;-0.024495;+0.195650;-0.040652;+0.154998;-42.862358
+7845.488281;14392;2827;-0.637357;+9.371817;+0.177012;-0.030868;+0.195371;-0.043276;+0.152095;-29.991714
+7845.498535;11565;2827;-0.234898;+8.629976;+0.222796;-0.033217;+0.194356;-0.043589;+0.150767;-23.976349
+7845.508789;12850;2056;-0.134283;+7.858029;+0.141708;-0.034560;+0.193415;-0.041304;+0.152111;-29.535261
+7845.518555;12850;2056;-0.134283;+7.156777;+0.141708;-0.035903;+0.192435;-0.038577;+0.153858;-43.197399
+7845.528320;13364;7710;-0.167822;+6.594532;+0.506331;-0.037581;+0.191691;-0.036096;+0.155595;-59.005157
+7845.538574;13364;7710;-0.167822;+6.212043;+0.506331;-0.039259;+0.191854;-0.033850;+0.158004;-73.407387
+7845.548340;15163;2570;-0.469665;+6.027342;+0.150949;-0.043956;+0.192855;-0.033110;+0.159745;-81.923943
+7845.559082;16962;-258;-0.737971;+6.041768;-0.032156;-0.051336;+0.193775;-0.035036;+0.158740;-78.767906
+7845.568848;16962;-258;-0.737971;+6.245209;-0.032156;-0.058715;+0.193937;-0.037948;+0.155989;-64.511429
+7845.578613;19789;-4884;-0.771509;+6.616378;-0.258915;-0.066430;+0.193018;-0.040631;+0.152387;-44.795879
+7845.588867;19789;-4884;-0.771509;+7.126180;-0.258915;-0.074146;+0.190684;-0.043092;+0.147592;-24.109680
+7845.598633;15420;-9510;-0.536742;+7.745003;-0.569578;-0.079513;+0.186557;-0.044058;+0.142499;-7.191290
+7845.609375;15420;-9510;-0.536742;+8.442625;-0.569578;-0.084880;+0.180219;-0.043653;+0.136565;+3.421642
+7845.619141;13107;-3856;-0.201360;+9.186495;-0.303069;-0.086894;+0.171840;-0.041514;+0.130325;+6.437370
+7845.628906;11308;-1;-0.067207;+9.943664;-0.017036;-0.087566;+0.162397;-0.037154;+0.125243;+0.184174
+7845.639160;11308;-1;-0.067207;+10.684041;-0.017036;-0.088238;+0.152810;-0.032383;+0.120428;-12.173066
+7845.648926;11822;-258;-0.234898;+11.387056;-0.038767;-0.090587;+0.143376;-0.028697;+0.114680;-23.455879
+7845.659668;11822;-258;-0.234898;+12.046063;-0.038767;-0.092936;+0.134077;-0.026018;+0.108059;-28.785786
+7845.669434;14906;3855;-0.503204;+12.664277;+0.236128;-0.097968;+0.125174;-0.024751;+0.100423;-25.905821
+7845.679688;17476;-1543;-0.503204;+13.249294;-0.105011;-0.103000;+0.116866;-0.024782;+0.092084;-14.687143
+7845.689453;17476;-1543;-0.603818;+13.803985;-0.105011;-0.109038;+0.108748;-0.025198;+0.083550;+2.211835
+7845.699219;19018;-11052;-0.570280;+14.322372;-0.543379;-0.114741;+0.100099;-0.025805;+0.074294;+21.816196
+7845.709961;19018;-11052;-0.570280;+14.794687;-0.543379;-0.120444;+0.090169;-0.026101;+0.064068;+41.389858
+7845.719727;16705;-4370;-0.301974;+15.209814;-0.272812;-0.123464;+0.078946;-0.024991;+0.053955;+56.638206
+7845.729980;16705;-4370;-0.301974;+15.557941;-0.272812;-0.126483;+0.067093;-0.022598;+0.044495;+64.683746
+7845.739746;12850;-10281;-0.067207;+15.832853;-0.691736;-0.127156;+0.054569;-0.019200;+0.035369;+65.930099
+7845.749512;13107;-1029;-0.067207;+16.028976;-0.095294;-0.127828;+0.041249;-0.014895;+0.026354;+61.971409
+7845.760254;13107;-1029;-0.067207;+16.134178;-0.095294;-0.128500;+0.027983;-0.010900;+0.017082;+56.135941
+7845.770020;13364;-258;-0.234898;+16.133015;-0.036250;-0.130849;+0.015434;-0.008006;+0.007429;+52.869358
+7845.780273;13364;-258;-0.234898;+16.015265;-0.036250;-0.133198;+0.003701;-0.006129;-0.002428;+54.798931
+7845.790039;13878;-3085;-0.369051;+15.776115;-0.235685;-0.136888;-0.007373;-0.005030;-0.012403;+62.095940
+7845.800293;17476;-4884;-0.369051;+15.417290;-0.289463;-0.140579;-0.018231;-0.004647;-0.022879;+73.996002
+7845.810059;17476;-4884;-0.335513;+14.952962;-0.289463;-0.143934;-0.029140;-0.004119;-0.033259;+87.690002
+7845.820312;19789;-22360;-0.100745;+14.415022;-0.863268;-0.144941;-0.040646;-0.002337;-0.042983;+98.737930
+7845.830566;19789;-22360;-0.100745;+13.847368;-0.863268;-0.145949;-0.053739;+0.000425;-0.053314;+105.292572
+7845.840332;13621;1542;+0.100615;+13.291523;+0.095780;-0.144943;-0.067871;+0.003914;-0.063957;+107.034485
+7845.850586;13621;1542;+0.100615;+12.772635;+0.095780;-0.143936;-0.081089;+0.008055;-0.073034;+103.562775
